fromCity,toCity,departureTime,passengers,airline
Aurangabad,Cairo,1464424620000,138,KG-458
Taizhou,Bangkok,1466249820000,90,SK-222
Cancún,Monterrey,1464322080000,26,WK-439
Moscow,Kryvyy Rih,1466071020000,175,QI-473
Moscow,Yerevan,1466062560000,182,UA-823
Surat,Moradabad,1464857580000,57,NS-934
Los Angeles,Chihuahua,1464228060000,72,SC-220
Zaragoza,Fez,1464688920000,28,SI-385
Kano,Dakar,1466698560000,100,DN-253
Moscow,Kermanshah,1465156560000,177,QM-928
Jaipur,Moscow,1465583580000,207,RK-794
Adana,Krasnodar,1464943980000,30,SI-978
Semarang,Jakarta,1465723440000,156,AD-872
Foshan,Changzhou,1466597520000,25,WK-215
Tangerang,Banjarmasin,1465884480000,30,CE-177
Jakarta,Mandalay,1466653860000,154,DN-550
Yueyang,Hai Phong,1466460060000,17,AM-137
Yangzhou,Langfang,1465217760000,20,KG-882
Datong,Nanchang,1464360720000,46,OG-562
Göteborg,Vienna,1465864920000,33,FI-183
Lagos,Karachi,1464754980000,324,TX-643
Jakarta,Ipoh,1464807360000,146,EA-599
Nagpur,Medan,1464931140000,63,SI-535
Kochi,New Delhi,1466494800000,183,AM-233
Kinshasa,Tokyo,1464666000000,623,NS-449
Shiraz,Moscow,1464644580000,184,UA-100
Jiddah,Sharjah,1466007540000,49,WK-565
Visakhapatnam,Tiruchchirappalli,1464219300000,29,KG-147
Multan,Dehra Dun,1464179820000,31,KG-278
Sholapur,Warangal,1465591500000,24,KG-350
Ogbomosho,Abidjan,1466624640000,72,EA-109
Umm Durman,Bucharest,1465621140000,74,EA-426
Tokyo,Chandigarh,1465048080000,514,KG-226
Karachi,Aleppo,1466553180000,218,QI-899
Seoul,Yantai,1466695080000,175,HN-258
Allahabad,Lahore,1464427020000,117,FI-154
Lvov,Krasnodar,1464887100000,23,NS-292
Zhangzhou,Shanghai,1464540120000,241,SC-710
Makati,Wuhan,1466255280000,74,FI-566
Surabaya,Bombay,1464283560000,239,AD-954
Istanbul,Khartoum,1465539600000,186,AM-124
Montevideo,Contagem,1465635720000,30,RK-504
Hyderabad,Karachi,1466569800000,241,AD-916
Karachi,Durgapur,1466698740000,192,AM-249
Aleppo,Baghdad,1464726840000,124,UA-770
Madras,Rajshahi,1464518280000,79,AD-625
New Delhi,Bikaner,1465623540000,182,QI-160
Jiamusi,Hegang,1465071720000,20,CE-894
Tokyo,Xinxiang,1464924600000,511,EA-626
Karaj,Tbilisi,1464370500000,39,OG-365
Hamamatsu,Shanghai,1464585000000,241,SC-907
Manila,Fuxin,1466038620000,176,SK-431
Singapore,Bekasi,1466257980000,80,EA-108
Guangzhou,Tangshan,1466728680000,82,HN-215
Benghazi,Istanbul,1464661740000,165,AD-853
Yancheng,Anyang,1465345680000,22,RK-646
Dhaka,Haikou,1466718060000,112,UA-769
Karachi,Pune,1465858680000,231,SC-644
Peshawar,Gujranwala,1465378380000,41,CE-934
Jakarta,Guiyang,1466036340000,154,WK-763
Accra,Lagos,1466642880000,170,OG-899
Copenhagen,Kiev,1464734700000,57,WI-512
Xian,Wenzhou,1465461300000,76,WI-742
Jodhpur,Ghaziabad,1465462980000,33,SI-947
Guntur,Tokyo,1466453820000,508,AM-800
Bombay,Baghdad,1466659500000,291,HN-481
Athens,Gizeh,1465183380000,50,EA-662
Tokyo,Hai Phong,1466434140000,509,KG-935
Tbilisi,Arak,1465764480000,24,FI-855
Karachi,Kermanshah,1464148560000,196,FI-149
Maracaibo,Ciudad Guayana,1465421880000,42,TX-714
Oslo,Stockholm,1464730320000,32,SI-226
Tokyo,Rongcheng,1464260940000,515,CE-457
Dakar,Bouaké,1465072320000,52,OG-770
Xinyang,Nanjing,1465514520000,74,SI-861
Bombay,Surakarta,1465424640000,210,QI-974
Moscow,Genoa,1466247780000,174,WI-551
Agra,Sargodha,1465984500000,31,TX-952
Wroclaw,Bursa,1466177040000,32,HN-962
Lakhnau,Ranchi,1465506960000,54,WK-876
Harbin,Saitama,1465010040000,68,FI-521
Tokyo,Jiamusi,1464320940000,508,HN-726
Seoul,Irkutsk,1465181220000,173,UA-941
Lilongwe,Mbuji-Mayi,1466121780000,24,SK-624
Tokyo,Langfang,1466491020000,511,QI-649
Jinan,Tokyo,1465939740000,532,WI-866
Natal,Teresina,1465675380000,23,UA-763
Bombay,Maanshan,1465969200000,210,UA-934
Jinan,Shenzhen,1465103460000,48,SC-141
Xian,Qingdao,1465859160000,88,WI-420
Phnum Pénh,Tokyo,1465467480000,524,OG-871
Qinhuangdao,Peking,1465821300000,130,QM-710
Fuxin,Xianyang,1466243460000,27,CE-816
Delhi,Calcutta,1465886040000,247,SK-188
Ahmadabad,Faisalabad,1464178800000,98,SK-671
Aguascalientes,Guadalupe,1464725880000,21,QI-520
Tianjin,Jilin,1465515900000,89,HN-591
Querétaro,Juarez,1464733380000,32,NS-238
Ankara,Adana,1464873360000,75,RK-742
Shaoyang,Shaoguan,1465841820000,20,QI-294
Stuttgart,Cologne,1464452640000,24,SC-276
Kunming,Kaifeng,1464457680000,25,WI-838
Hefei,Nanchang,1466347020000,51,QM-832
Kathmandu,Mandalay,1464822240000,31,EA-724
Maanshan,Karachi,1465032480000,193,EA-214
Tokyo,Qiqihar,1464169020000,514,WI-312
Turin,Barcelona,1464432120000,38,WK-971
Foshan,Tokyo,1465115580000,509,WI-324
Madras,Kalyan,1464401220000,88,AD-102
Mogadishu,Lusaka,1465929840000,61,FI-454
Tokyo,Kampala,1464369840000,521,RK-413
Bangalore,Ahvaz,1466434500000,91,AD-627
Dakar,Ibadan,1465030080000,99,CE-346
Marseille,Düsseldorf,1465021980000,21,RK-621
Kobe,Qiqihar,1465427760000,38,NS-520
Puebla,Monterrey,1465464420000,39,SC-132
Tokyo,Chengdu,1464919440000,562,EA-586
Mexico,Port-au-Prince,1464484260000,158,EA-836
Zaporizhzhya,Beirut,1464557220000,32,AM-469
Selam,Bombay,1466503320000,213,SK-162
Maiduguri,Bouaké,1464689220000,26,UA-160
Nagpur,Indore,1464391500000,64,SC-869
Zhuhai,Tokyo,1466097780000,507,AM-761
Bombay,Kayseri,1464432360000,211,NS-938
Xuzhou,Rongcheng,1465038420000,34,SI-794
Vadodara,Varanasi,1466487780000,40,CE-238
Tokyo,Jiddah,1465909920000,540,WI-693
Surabaya,Medan,1464510720000,65,AD-200
Taiyuan,Nantong,1465424100000,53,QI-468
Ho Chi Minh City,Zhangzhou,1465918140000,64,QM-696
Sorocaba,Fortaleza,1464542700000,47,OG-767
Duque de Caxias,São Paulo,1466186400000,172,SK-516
Islamabad,Kanpur,1464181620000,56,AM-794
Xuzhou,Calcutta,1465875120000,92,SK-456
Zigong,Yangzhou,1464927960000,19,AM-967
Cracow,Cairo,1465108080000,134,FI-458
Gizeh,Rome,1465099440000,80,SI-535
Surakarta,Shanghai,1466198700000,240,SC-697
Berlin,Amsterdam,1464364560000,65,SK-660
Antalya,Alexandria,1465557900000,72,QM-213
Fushun,Pingdingshan,1464973680000,36,AM-174
Aligarh,Aurangabad,1465837500000,28,OG-689
Arak,Bombay,1465275300000,209,WI-438
Umm Durman,Izmir,1465797720000,84,QI-276
Calcutta,Jakarta,1465807080000,209,SC-666
Ilorin,Zaria,1466108940000,28,OG-507
Yaoundé,Port Harcourt,1465332960000,38,TX-381
Dhaka,Nanning,1465276260000,115,SI-850
Jabalpur,Durgapur,1464841440000,24,RK-369
Sofia,Gizeh,1464531780000,55,WK-335
Jiddah,Bombay,1466317140000,242,HN-406
Manila,Jalandhar,1466287740000,178,KG-814
Bombay,Allahabad,1465953300000,218,RK-554
London,Glasgow,1465945380000,127,KG-176
Ranchi,Kota,1464605100000,27,SC-109
Cairo,Kayseri,1466095980000,132,AD-331
Lanzhou,Shanghai,1464705960000,254,AD-445
Raipur,Tokyo,1465993320000,510,DN-524
Antipolo,Manila,1464188460000,174,QI-203
Ulaanbaatar,Ürümqi,1464795720000,37,RK-762
El Paso,Naucalpan,1465804260000,22,WI-508
Ha Noi,Xining,1464255480000,34,HN-486
Karachi,Kanpur,1465149600000,229,EA-797
Nizhniy Novgorod,Karachi,1465549140000,205,OG-473
Wuhan,Changde,1464217500000,74,CE-971
Hyderabad,Shanghai,1465525500000,289,EA-146
Hegang,Tokyo,1465891860000,511,EA-814
New Delhi,Jabalpur,1466118480000,189,SK-866
Esfahan,Tokyo,1464146640000,524,QM-588
Rotterdam,London,1465708500000,127,QM-272
Luanda,Blantyre,1466322960000,53,WK-566
Santiago de Cuba,Bogotá,1466333340000,121,HN-948
Perm,New Delhi,1466058300000,189,NS-366
Yancheng,Hiroshima,1466466480000,28,QM-913
Madrid,Fez,1466117880000,67,EA-170
Nagoya,Changchun,1465167660000,75,QM-295
Zaporizhzhya,Gaziantep,1465939440000,29,WK-991
Tokyo,Dandong,1465518780000,510,QM-911
Bombay,Liuzhou,1464349920000,213,SI-170
Lagos,Cotonou,1464814380000,150,KG-241
Malang,Singapore,1464424140000,68,RK-282
Yueyang,New Delhi,1466546880000,181,KG-729
Vijayawada,Karachi,1464322620000,198,FI-128
Nairobi,Bombay,1465360320000,245,HN-800
Guangzhou,Ha Noi,1465978200000,72,RK-700
Toluca,Naucalpan,1465763640000,21,UA-712
Guatemala,Mexico,1465064340000,153,SK-244
Niigata,Tokyo,1465636440000,508,SC-509
Yancheng,Lanzhou,1464183660000,32,WI-466
Sharjah,Madras,1466119200000,77,SI-293
Harare,Antananarivo,1465529640000,57,CE-397
New Delhi,Wuhan,1466086320000,240,NS-652
Bucharest,Moscow,1466633340000,194,WI-975
Mandalay,Tokyo,1465050660000,519,UA-643
Alexandria,Nizhniy Novgorod,1466640060000,80,AM-965
Taian,Hangzhou,1465767060000,41,NS-354
Santiago de Cuba,Lima,1464667800000,130,AD-272
Izhevsk,Nizhniy Novgorod,1465972500000,30,CE-301
Khartoum,Damascus,1465445160000,56,CE-659
Asgabat,Delhi,1465683000000,186,HN-981
Moscow,Kayseri,1465036320000,174,SC-438
Lakhnau,Vadodara,1466710860000,61,TX-803
Samara,Astrakhan,1464740400000,26,SK-153
Taichung,Zigong,1466597520000,28,UA-265
Changchun,Xiamen,1464949200000,49,NS-291
Benxi,Karachi,1465770420000,200,CE-975
Turin,Birmingham,1465192380000,29,AD-303
Lubumbashi,Luanda,1464351300000,65,FI-457
Ouagadougou,Lagos,1464354120000,155,HN-205
Mandalay,Jiangmen,1464238020000,27,QM-810
Mandalay,Bangalore,1466609580000,97,SI-176
Yaroslavl,Baghdad,1466308980000,99,DN-769
Tokyo,Dehra Dun,1464521880000,508,SI-672
Luoyang,Handan,1464590220000,43,RK-383
Shanghai,Kunming,1464836640000,248,AM-887
Lahore,Nanning,1465464900000,113,SI-814
Mersin,Sofia,1466712360000,26,AM-153
Chisinau,Tokyo,1465759980000,511,AM-797
Chengdu,Nanning,1465144860000,75,TX-114
New Delhi,Jamshedpur,1465679160000,183,KG-997
Khulna,Faridabad,1465839780000,41,AM-528
Ibadan,Ouagadougou,1466222760000,73,EA-811
Jiamusi,Yancheng,1464616200000,18,NS-233
Ibadan,Sokoto,1465211040000,65,OG-404
Gaziantep,Tokyo,1465481040000,516,QM-973
Dublin,Essen,1466724480000,25,FI-157
Dhaka,Tiruchchirappalli,1466424000000,115,OG-688
Bombay,Tabriz,1464554400000,224,NS-321
Yancheng,Shaoyang,1464578040000,20,WK-525
Huainan,Xinyang,1464495000000,41,RK-225
Tokyo,Dhaka,1465548900000,603,SC-260
Bangalore,Bombay,1465526400000,279,QI-552
Chengdu,Taichung,1464173820000,79,NS-520
Peking,Benxi,1466250180000,134,SK-323
Jiaozuo,Hefei,1465092480000,30,AD-512
Tokyo,Madras,1466704140000,568,DN-886
Tokyo,Bengbu,1465159320000,509,OG-486
Handan,Dandong,1465378740000,31,AD-131
Karachi,Tripoli,1464502920000,202,RK-604
Bangui,Luanda,1465181820000,54,EA-511
Raipur,Aurangabad,1465923180000,26,CE-276
Dhaka,Quetta,1465378200000,114,WK-127
Luancheng,Manila,1464895860000,175,NS-546
Hamburg,Helsinki,1466359500000,36,CE-704
Wuhan,Fushun,1464779940000,88,AM-133
Ajmer,Allahabad,1465835640000,25,OG-392
Kaduna,Sokoto,1465901640000,34,SC-427
Thiruvananthapuram,Tokyo,1465130400000,512,RK-539
Istanbul,Eskisehir,1465000140000,163,CE-605
Novokuznetsk,Dhaka,1465346100000,111,KG-307
Mendoza,Bogotá,1464661920000,128,RK-228
Guadalupe,Tlalnepantla,1464770400000,22,DN-822
Lima,Tucuman,1465532880000,134,KG-115
Tokyo,Ludhiana,1465423380000,524,HN-548
Vadodara,Peking,1465248060000,141,KG-659
Paris,London,1464351000000,151,EA-636
Bombay,Thiruvananthapuram,1464303120000,214,WI-342
Hengyang,New Delhi,1465334640000,185,HN-457
Tokyo,Kabul,1466522280000,548,CE-282
Hamadan,Kayseri,1466144460000,17,EA-224
Onitsha,Lagos,1465341780000,148,FI-842
São Gonçalo,Goiânia,1466174880000,33,AM-364
Bayrut,London,1466671320000,137,HN-364
Lvov,Wroclaw,1466364660000,23,EA-447
Nova Iguaçu,Duque de Caxias,1465075320000,28,OG-767
Liaoyang,Benxi,1465674660000,26,NS-436
Faisalabad,Kalyan,1464941040000,59,DN-225
Indore,Delhi,1464795900000,202,KG-664
Chicago,Detroit,1464205440000,59,SC-791
Phnum Pénh,Lahore,1466725560000,125,HN-780
Managua,San Salvador,1465879860000,26,FI-112
Nanjing,Xingtai,1464145440000,58,SC-191
Volgograd,Yaroslavl,1466400360000,25,FI-307
Cairo,Eskisehir,1466266800000,131,HN-677
Valencia,Bogotá,1465437600000,134,KG-188
Zaporizhzhya,Athens,1465563120000,24,KG-172
Malang,Singapore,1466432100000,68,NS-408
Kiev,Voronezh,1466144880000,53,EA-262
Recife,Teresina,1464948360000,35,SK-884
Taiyuan,Benxi,1466506980000,58,DN-837
Tolyatti,Samara,1465268460000,29,AM-368
Chandigarh,Tashkent,1466265480000,45,TX-660
Bombay,Vadodara,1464417120000,223,FI-599
Wuhan,Rongcheng,1466556300000,82,FI-502
Wuhu,Qingdao,1466501160000,34,KG-619
Prague,Moscow,1466230020000,183,EA-662
Tashkent,Almaty,1466176200000,50,QI-546
Guiyang,Wuhu,1465743540000,26,HN-513
Moscow,Lipetsk,1465798260000,173,EA-723
Lagos,Dakar,1465597500000,182,RK-978
Jinan,Nagoya,1464636480000,67,HN-942
Montreal,Washington,1465529820000,60,OG-794
Las Vegas,San Francisco,1464499440000,20,AD-670
Tashkent,Faisalabad,1466701020000,71,DN-281
Johor Bahru,Shanghai,1465312380000,244,WK-948
Zhuzhou,Xuzhou,1466564280000,30,AM-627
Tainan,Nanning,1466457000000,24,AM-633
Dushanbe,Rajkot,1464644580000,27,NS-723
Faridabad,Tokyo,1464566880000,520,TX-192
Calcutta,Seoul,1465928100000,237,DN-693
Tijuana,Las Vegas,1464958140000,30,QI-170
Ho Chi Minh City,Neijiang,1465858380000,63,QI-378
Benxi,Zhangzhou,1464890220000,25,WK-494
Hubli,Kochi,1466335140000,22,QM-129
López Mateos,Chimalhuacán,1464657360000,17,SC-832
Chimalhuacán,San Nicolás de los Garza,1465105200000,17,AM-720
Delhi,Nizhniy Novgorod,1464498960000,193,NS-203
Tianjin,New Delhi,1464161940000,233,WK-739
New Delhi,Ghaziabad,1466595660000,192,EA-872
Huaiyin,Kitakyushu,1465145640000,24,TX-997
Rangoon,Taichung,1465355040000,88,AM-144
Morelia,Torreón,1464924300000,17,AM-740
Ahmadabad,Hyderabad,1466343420000,116,SK-135
Luanda,Lubumbashi,1465890300000,65,TX-821
Lakhnau,Indore,1466142720000,68,WI-795
New Delhi,Guilin,1465504680000,183,HN-993
Dalian,Changzhou,1464849120000,47,OG-708
Madras,Faisalabad,1464843840000,108,SC-136
Visakhapatnam,Kanpur,1465510560000,61,HN-402
Karachi,Cairo,1466014500000,307,TX-490
Tokyo,Kigali,1464523560000,511,WI-886
Qingdao,Kitakyushu,1465600920000,41,RK-449
Wuhan,Shenzhen,1465254300000,82,FI-384
Patna,Seoul,1465427220000,189,WI-234
Hai Phong,Chengdu,1464495360000,72,EA-830
Tokyo,Durgapur,1465936560000,508,SK-839
Taizhou,Pingdingshan,1465900680000,23,TX-298
Aligarh,Indore,1464468960000,41,FI-131
Istanbul,Omsk,1466720580000,173,KG-143
Shanghai,Hachioji,1464727860000,241,WK-715
Bangkok,Delhi,1465365480000,254,EA-909
Nanning,Bombay,1466549700000,214,SK-245
Hamamatsu,Wuhan,1465204800000,76,AM-916
Xinyang,Sakai,1464823260000,37,CE-545
London,Eskisehir,1464822660000,126,SC-298
San Jose,San Francisco,1465026360000,25,EA-754
Monterrey,Dallas,1465901520000,37,OG-304
Aleppo,Tokyo,1465126200000,533,DN-276
Gwalior,Ulhasnagar,1465952400000,22,DN-131
Sharjah,Faisalabad,1465106760000,48,AD-174
Krasnoyarsk,New Delhi,1466294940000,187,DN-106
Banjarmasin,Jakarta,1464683700000,144,TX-879
Port Harcourt,Ibadan,1464295380000,74,AD-417
Stockholm,Vienna,1464810360000,44,FI-653
Novosibirsk,Tokyo,1465259580000,522,UA-489
Dakar,Lagos,1465540620000,182,SC-326
Raipur,Lakhnau,1466457720000,50,WI-782
Moscow,Islamabad,1466369520000,176,EA-354
Bursa,Prague,1465441380000,40,WI-623
New York,Hermosillo,1464812760000,138,AM-546
Bogotá,Cali,1466406540000,150,KG-526
Rawalpindi,Bhubaneswar,1464361440000,39,UA-158
Irkutsk,Bombay,1464863040000,210,SC-925
Riyadh,Tokyo,1466277300000,555,SK-838
Jilin,Vladivostok,1466072100000,39,AD-874
Tokyo,Taiyuan,1464214620000,543,SK-701
Bombay,Qinhuangdao,1464969840000,213,RK-565
Naples,Bursa,1466695440000,38,SI-288
Shenyang,Taian,1465165200000,67,SK-257
Ulhasnagar,Surat,1464271920000,54,WI-798
Ahmadabad,Sholapur,1464416820000,74,CE-880
Dhaka,Antipolo,1464894660000,111,SI-131
Toluca,Torreón,1466246520000,16,QI-827
Kirkuk,Gizeh,1464745800000,48,UA-156
Mendoza,Lima,1465163640000,136,TX-898
Lahore,Thiruvananthapuram,1466500320000,112,AM-370
Rabat,Rome,1465923480000,72,RK-310
Jaipur,Kathmandu,1465911120000,55,SC-772
Tainan,Shaoyang,1466347020000,21,WK-638
Riyadh,Addis Abeba,1464231840000,98,QM-778
Faisalabad,Bombay,1466109900000,241,SK-575
New Delhi,Bhopal,1465557480000,198,SI-828
Santiago de Cuba,Charlotte,1465442520000,18,TX-673
Makasar,Jakarta,1465160880000,156,RK-722
Nantong,Huaiyin,1466103840000,19,WI-349
Faisalabad,Peking,1465140180000,158,CE-575
Huainan,Dalian,1466311800000,48,AM-957
Hohhot,New Delhi,1465950000000,185,SK-909
Cangzhou,Fuzhou,1464232260000,27,NS-665
Adana,Bombay,1465965120000,221,SI-813
Nagpur,Maisuru,1465740000000,49,WI-902
Nanjing,Suzhou,1465801380000,70,DN-594
Bangalore,Delhi,1465714920000,251,SK-511
Harbin,Tokyo,1466549820000,551,HN-677
Nanjing,Puyang,1464633660000,59,AM-370
Kano,Aba,1465855620000,71,OG-868
Zhangjiakou,Xian,1466117760000,73,TX-935
Baku,Mashhad,1466322300000,54,TX-670
Hangzhou,Bangkok,1465523220000,110,QI-791
Gizeh,Mashhad,1465055040000,75,SI-869
Khulna,Lakhnau,1465856400000,60,KG-181
Faisalabad,Delhi,1464530520000,213,NS-489
Gizeh,Karachi,1465663560000,223,RK-187
Vladivostok,Changzhou,1466175120000,24,WK-882
Kaohsiung,Pingdingshan,1466530500000,38,UA-703
Zhangdian,Shenzhen,1464418020000,26,OG-594
Changzhou,Wuhu,1466553000000,23,WK-306
Tokyo,Liuzhou,1464373620000,512,SC-803
Ghaziabad,Dhaka,1464282600000,122,FI-267
Kolhapur,Pune,1465050600000,54,FI-600
Cairo,Rome,1466589720000,164,OG-387
Ahmadabad,Calcutta,1465654260000,132,TX-154
Chicago,Hamilton,1466272560000,55,QM-747
Vladivostok,Kitakyushu,1465050900000,25,WI-187
Poznan,London,1464884280000,126,UA-718
Bombay,Xining,1464838260000,213,DN-437
Santiago,Uberlândia,1464727920000,85,WI-491
Manila,Ipoh,1464412320000,176,DN-543
Madras,Warangal,1464938100000,77,AD-897
Jakarta,Karachi,1466408460000,320,CE-511
Kawasaki,Kitakyushu,1464975240000,36,EA-537
Gorakhpur,Bhopal,1465159200000,36,KG-466
Bulawayo,Matola,1466571960000,22,OG-155
Thana,Gorakhpur,1464612960000,34,FI-344
Jiamusi,Tokyo,1464691320000,508,FI-761
Montevideo,Rosario,1466651520000,40,EA-382
Ankara,Athens,1464615960000,67,AM-202
Karachi,Ulhasnagar,1465791600000,192,OG-813
Jalandhar,Sholapur,1466092800000,28,WI-181
Shanghai,Rongcheng,1465581720000,247,CE-230
Maisuru,Kolhapur,1466149620000,21,UA-760
Hamburg,London,1465967640000,145,WI-490
Tbilisi,Damascus,1465241820000,41,OG-312
Kinshasa,Enugu,1465548360000,134,SK-354
Karachi,Hamadan,1466179320000,192,FI-964
Peshawar,Multan,1466153460000,42,DN-751
Juarez,El Paso,1465660020000,31,QM-192
Warsaw,Algiers,1465507800000,57,QM-713
Bekasi,Tangerang,1464175680000,45,NS-191
Peking,Bombay,1466210100000,320,WK-302
Asunción,Cochabamba,1464599340000,22,UA-409
Kano,Accra,1464386880000,88,CE-938
Calcutta,Quetta,1466274840000,85,UA-226
Izhevsk,Istanbul,1466125560000,165,DN-712
Chongqing,Maanshan,1465224300000,71,AM-827
Xian,Datong,1464663840000,79,CE-183
Bursa,Baghdad,1464623340000,112,NS-195
Jakarta,Palembang,1465794000000,155,NS-168
Fuzhou,Hefei,1466270460000,40,UA-635
Sakai,Qingdao,1465110900000,38,AD-199
Sofia,Gaziantep,1466376000000,33,SC-361
Pingdingshan,Yancheng,1465442040000,24,NS-741
Cologne,Madrid,1466337060000,64,HN-525
Damascus,Belgrade,1464880560000,42,OG-527
Tolyatti,New Delhi,1465051140000,184,SI-209
Shenyang,Langfang,1465669080000,67,SI-208
Dortmund,Munich,1464277740000,29,AD-532
Nanchang,Nantong,1466456880000,40,OG-271
Seoul,Yancheng,1464666780000,173,UA-137
Cairo,Moscow,1465821420000,287,FI-954
Huaibei,Fuxin,1466301300000,25,SI-999
Hangzhou,Fuxin,1465547520000,40,SI-920
Rangoon,Moradabad,1464517500000,82,FI-588
Datong,Chengdu,1466693280000,79,FI-375
Mudanjiang,Nanjing,1465680720000,59,AD-373
Kanpur,Hyderabad,1464801840000,101,AM-187
Oslo,Istanbul,1465731600000,168,WK-571
Xuzhou,Ningbo,1464847860000,30,CE-758
Karaj,Baku,1464141960000,40,SK-636
Jos,Tokyo,1465166520000,512,RK-152
Kinshasa,Tokyo,1464465420000,623,RK-150
Jamshedpur,Bhopal,1464756240000,35,SI-793
Penza,Cairo,1465566600000,130,FI-143
Amsterdam,London,1464592200000,129,CE-637
Ufa,New Delhi,1466318460000,189,EA-673
Shanghai,Wuxi,1465946760000,249,NS-396
Indore,Tokyo,1464654720000,529,QI-883
Selam,Ranchi,1464291840000,27,CE-333
Frankfurt,Tunis,1465328340000,21,OG-952
Fez,Moscow,1464824940000,183,UA-490
Cúcuta,Ciudad Guayana,1464437160000,23,SC-843
Khulna,Tokyo,1464730440000,521,SC-778
Lima,Bogotá,1465608540000,234,HN-499
Multan,Madras,1465505160000,91,OG-144
Zhanjiang,Nanning,1466429100000,22,QM-259
Kinshasa,Luanda,1465627140000,167,SC-888
Vijayawada,Calcutta,1466513820000,87,FI-313
Tokyo,Sakai,1466542500000,512,NS-858
Rabat,Tangier,1464795960000,43,SI-738
Saint Petersburg,Zaporizhzhya,1464933060000,76,EA-364
Tokyo,Chelyabinsk,1464226500000,516,SK-726
Agra,Lahore,1464913920000,122,OG-239
Mecca,Beirut,1465225860000,38,SK-203
Bareli,Sargodha,1465903260000,20,AM-788
Chengdu,Bhopal,1464797880000,88,SC-992
Allahabad,Delhi,1466296740000,190,FI-860
Glasgow,London,1464772320000,127,AD-265
Barcelona,Rome,1465028820000,66,WK-377
Guiyang,Shanghai,1466287620000,250,WK-174
Wuxi,Suzhou,1464415620000,38,AD-780
Dhaka,Jakarta,1466120580000,238,SI-832
Tianjin,Seoul,1464858060000,223,CE-790
Tainan,Shanghai,1465793340000,243,FI-296
Vienna,Lvov,1466162220000,38,QI-305
Durgapur,Manila,1465677000000,174,RK-880
New Delhi,Hyderabad,1465479300000,230,SC-758
Nanjing,Liaoyang,1464324120000,59,AD-981
Pune,Istanbul,1466031900000,202,SI-696
Changchun,Seoul,1464713400000,204,RK-543
Dar es Salaam,Baghdad,1465962960000,132,UA-286
Ahmadabad,Tokyo,1465002960000,559,QM-497
Belém,Campo Grande,1465390140000,33,CE-795
Hiroshima,Khabarovsk,1465150980000,27,AM-905
Tokyo,Ulaanbaatar,1466510520000,513,FI-191
Manaus,São Paulo,1464467040000,184,KG-499
Faridabad,Srinagar,1465513740000,35,DN-359
Guangzhou,Nanchang,1465842540000,79,OG-787
Port Harcourt,Zaria,1464661380000,33,SI-706
Hefei,Luancheng,1464977700000,31,RK-888
Volgograd,Ankara,1465472100000,71,AM-220
Kaduna,Monrovia,1464412680000,39,NS-860
Chandigarh,Karachi,1464540720000,199,UA-185
Bareli,Ahmadabad,1465938360000,70,EA-472
Gorakhpur,Pune,1464267240000,57,FI-984
Shanghai,Peking,1464441480000,350,TX-917
Durban,Bombay,1465370100000,251,DN-493
Bhopal,Bombay,1465015740000,227,SI-419
Nizhniy Novgorod,Saint Petersburg,1464627480000,84,AD-137
Calcutta,Jakarta,1464642240000,209,SC-313
Delhi,Aurangabad,1466465160000,189,AM-127
Faisalabad,Delhi,1465789320000,213,SC-900
Faridabad,Jodhpur,1464161460000,34,QI-220
Delhi,Bhilai,1466437860000,183,RK-723
Huainan,Zhuzhou,1465114500000,27,WI-639
Pune,Ludhiana,1465199280000,71,FI-434
Chisinau,Ankara,1465854600000,67,OG-893
Mashhad,Kerman,1466242740000,45,AD-938
Warsaw,London,1464305640000,144,KG-487
Tripoli,Zagreb,1464887700000,29,SK-847
New Delhi,Aleppo,1466244720000,207,QI-252
Tijuana,Monterrey,1464596940000,39,AM-998
Karachi,Medan,1464414600000,212,WI-975
Vijayawada,New Delhi,1465619280000,187,TX-661
Gujranwala,Tokyo,1464911820000,521,NS-749
Kochi,Dhaka,1464898620000,112,FI-417
Tokyo,Hegang,1466151000000,511,SK-778
New Delhi,Istanbul,1465514580000,329,AD-601
Onitsha,Kano,1466539620000,66,SC-665
Selam,Tokyo,1465498980000,512,QM-661
Luanda,Sokoto,1465856820000,53,WI-590
Shanghai,Ho Chi Minh City,1464376080000,287,OG-824
Kaifeng,Calcutta,1466682420000,82,SC-607
Krasnodar,Moscow,1466171220000,175,NS-984
Hangzhou,Huaibei,1464259740000,44,WI-742
Bombay,Kathmandu,1465080600000,214,AD-695
Dhaka,Rangoon,1465755480000,174,RK-433
Shaoyang,Jinan,1466205900000,43,HN-386
Rajshahi,Karachi,1465084200000,195,AD-998
Aurangabad,Kanpur,1465298100000,60,QI-378
Harbin,Jiaozuo,1464922920000,59,NS-146
Nanchang,Manila,1465231260000,195,WK-888
Berlin,Sevilla,1466065140000,64,SK-112
Rawalpindi,Indore,1466135160000,56,EA-801
San Antonio,Tlalnepantla,1464555420000,31,RK-141
Surakarta,New Delhi,1465320300000,182,UA-714
Cangzhou,Zhangjiakou,1464618480000,19,CE-768
Chongqing,Taiyuan,1466504760000,106,FI-639
Tainan,Handan,1464945840000,33,QI-713
Ningbo,Wuhu,1464794280000,19,DN-533
Dar es Salaam,Tokyo,1465660680000,542,CE-964
Khartoum,Port Said,1465680480000,39,TX-607
